SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_5572,1_5572_u,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",0:06,SHELDON,BBT,1,PRO,Disgust,Neutral,3,9
1_5580,1_5580_u,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",0:06,HOWARD,BBT,1,PRO,Anger,Happiness,3,8
1_5581,1_5581_u,I gargled with tequila and may have swallowed a teeny bit.,0:04,SHELDON,BBT,0,NONE,Sadness,Sadness,4,6
1_5617,1_5617_u,Thanks for clearing that up,0:04,PENNY,BBT,1,PRO,Disgust,Happiness,3,8
1_5627,1_5627_u,"Oh, yeah, that can only be good for you.",0:04,RAJ,BBT,1,PRO,Disgust,Happiness,3,7
1_5679,1_5679_u,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",0:09,SHELDON,BBT,1,EMB,Frustration,Neutral,3,8
1_5699,1_5699_u,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",0:13,SHELDON,BBT,1,EMB,Anger,Happiness,2,8
1_5751,1_5751_u,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0:06,BERNADETTE,BBT,0,NONE,Anger,Anger,3,8
1_5758,1_5758_u,"Oh, I could so see you being the face of hemorrhoids.",0:05,AMY,BBT,1,PRO,Disgust,Neutral,3,7
1_5786,1_5786_u,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0:15,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_5880,1_5880_u,"When you're done copping a feel, that goes on my wrist.",0:04,AMY,BBT,1,PRO,Disgust,Excitement,4,7
1_5919,1_5919_u,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0:08,SHELDON,BBT,0,NONE,Frustration,Frustration,4,6
1_5953,1_5953_u,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0:07,HOWARD,BBT,0,NONE,Happiness,Happiness,6,6
1_5964,1_5964_u,Smart. Whisper so the deaf chick can't hear you.,0:04,HOWARD,BBT,1,PRO,Disgust,Happiness,4,7
1_60,1_60_u,It's just a privilege to watch your mind at work.,0:04,SHELDON,BBT,1,ILL,Disgust,Excitement,2,7
1_6020,1_6020_u,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,0:11,SHELDON,BBT,1,PRO,Anger,Neutral,3,8
1_6032,1_6032_u,"You see betrayal in others, but not yourself.",0:05,SHELDON,BBT,1,PRO,Disgust,Excitement,2,8
1_6039,1_6039_u,I don't know what I'm going to do. I don't want to break up over this.,0:05,BERNADETTE,BBT,0,NONE,Sadness,Sadness,3,7
1_6065,1_6065_u,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",0:09,SHELDON,BBT,1,EMB,Disgust,Surprise,3,7
1_6092,1_6092_u,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0:09,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_6113,1_6113_u,"Oh, my word, a trip to the heavens.",0:09,HOWARD,BBT,0,NONE,Surprise,Surprise,7,7
1_6134,1_6134_u,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",0:06,SHELDON,BBT,1,PRO,Anger,Neutral,3,8
1_6165,1_6165_u,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",0:07,SHELDON,BBT,1,PRO,Anger,Excitement,4,7
1_6183,1_6183_u,You have a thing of paper clips right there.,0:04,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_6188,1_6188_u,"Oh, my God, that's where I know you from.",0:04,PENNY,BBT,1,PRO,Disgust,Surprise,4,6
1_6211,1_6211_u,"No. You mean this was all a ruse? Oh, how could I be so stu...",0:06,SHELDON,BBT,0,NONE,Fear,Fear,2,8
1_6221,1_6221_u,"Well, if you don't mind looking like an orange traffic cone, great.",0:04,BERNADETTE,BBT,1,PRO,Frustration,Neutral,4,6
1_6355,1_6355_u,"said horrible things about each other in public... all in all, a pretty magical night.",0:11,LEONARD,BBT,1,EMB,Sadness,Neutral,2,7
1_6370,1_6370_u,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",0:09,SHELDON,BBT,1,EMB,Frustration,Happiness,3,7
1_6426,1_6426_u,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",0:06,SHELDON,BBT,1,EMB,Disgust,Neutral,3,7
1_6427,1_6427_u,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,0:06,PENNY,BBT,1,EMB,Disgust,Sadness,3,8
1_6428,1_6428_u,Sure. You want to see what all the scientists are wearing this year.,0:06,LEONARD,BBT,1,PRO,Ridicule,Neutral,4,6
1_6472,1_6472_u,You'd think a winner could make a decent cup of cocoa.,0:04,SHELDON,BBT,1,PRO,Disgust,Neutral,4,6
1_6504,1_6504_u,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",0:12,SHELDON,BBT,1,PRO,Disgust,Neutral,3,7
1_6534,1_6534_u,"No, but maybe she wants a man with a pocket watch.",0:05,SHELDON,BBT,0,NONE,Excitement,Excitement,6,6
1_6627,1_6627_u,"Well, yeah, sex with you is pretty great. Have you ever tried it?",0:07,LEONARD,BBT,0,NONE,Happiness,Happiness,6,6
1_6645,1_6645_u,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",0:07,PERSON1,BBT,0,NONE,Anger,Anger,3,7
1_6648,1_6648_u,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,0:06,LEONARD,BBT,1,PRO,Sadness,Neutral,3,6
1_6683,1_6683_u,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",0:06,HOWARD,BBT,1,EMB,Disgust,Happiness,3,8
1_672,1_672_u,Do you think Penny will come here and take care of us?,0:04,SHELDON,BBT,0,NONE,Sadness,Sadness,4,6
1_6766,1_6766_u,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,0:05,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_6769,1_6769_u,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",0:07,AMY,BBT,1,PRO,Disgust,Neutral,3,7
1_6835,1_6835_u,"Oh, screw her. She's just lucky we let her hang out with us.",0:04,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_6860,1_6860_u,"I'm sorry, it's the bad boy attitude that comes with this hair.",0:04,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_70,1_70_u,I don't think I'll be able to stop thinking about it.,0:04,PENNY,BBT,1,ILL,Disgust,Happiness,4,6
1_7047,1_7047_u,"Also instead of just living in your mother's house, you could actually live inside her body.",0:06,LEONARD,BBT,1,EMB,Disgust,Neutral,3,7
1_7082,1_7082_u,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",0:13,RAJ,BBT,0,NONE,Happiness,Happiness,7,7
1_7089,1_7089_u," Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",0:1,BERNADETTE,BBT,1,PRO,Anger,Happiness,3,7
1_7186,1_7186_u,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",0:11,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_7281,1_7281_u,"Darn. If you weren't busy, I'd ask you to join us.",0:05,SHELDON,BBT,1,PRO,Disgust,Sadness,4,8
1_7341,1_7341_u,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,0:07,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_7357,1_7357_u,I'm starting to get a sense of it.,0:05,LEONARD,BBT,1,PRO,Frustration,Neutral,4,7
1_7395,1_7395_u,"Well, if that's all it takes, it's a good thing you don't have a dog.",0:04,AMY,BBT,1,PRO,Disgust,Neutral,3,8
1_7400,1_7400_u,"Of course, it is... it's been in the news. And it's a very famous boson.",0:07,PENNY,BBT,0,NONE,Excitement,Excitement,7,7
1_7402,1_7402_u,I didn't know they gave Nobel prizes for making boom-boom in the potty.,0:05,LEONARD,BBT,1,EMB,Disgust,Neutral,4,7
1_7442,1_7442_u,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",0:11,SHELDON,BBT,0,NONE,Sadness,Sadness,3,6
1_7443,1_7443_u,We've kind of been involved in a five-year experiment.,0:05,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_7445,1_7445_u,My limbic system wants to take your pants off.,0:04,PENNY,BBT,0,NONE,Excitement,Excitement,6,6
1_7449,1_7449_u,"Okay, the NASA Web site says Howard's final descent has begun.",0:06,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_7487,1_7487_u,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0:09,HOWARD,BBT,0,NONE,Sadness,Sadness,4,5
1_7490,1_7490_u,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",0:14,HOWARD,BBT,0,NONE,Frustration,Frustration,3,6
1_7494,1_7494_u,that sounds a little funny to an American ear.,0:05,PERSON,BBT,0,NONE,Disgust,Disgust,4,6
1_7504,1_7504_u,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",0:07,PERSON,BBT,0,NONE,Neutral,Neutral,5,5
1_7575,1_7575_u,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",0:07,HOWARD,BBT,1,PRO,Anger,Excitement,2,9
1_7593,1_7593_u,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",0:11,SHELDON,BBT,0,NONE,Happiness,Happiness,6,6
1_7641,1_7641_u,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",0:1,HOWARD,BBT,0,NONE,Sadness,Sadness,4,4
1_7661,1_7661_u,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",0:04,SHELDON,BBT,0,NONE,Frustration,Frustration,3,7
1_7675,1_7675_u,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",0:06,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_7722,1_7722_u,Exactly what it was half an hour ago. It's like you're not even trying to get better.,0:08,SHELDON,BBT,1,PRO,Sadness,Neutral,4,6
1_7894,1_7894_u,I did. The guy at the liquor store said this stuff tastes great in coffee.,0:07,RAJ,BBT,0,NONE,Excitement,Excitement,6,6
1_7938,1_7938_u,"Come on, let's just start walking. There's got to be a gas station or something nearby.",0:06,LEONARD,BBT,0,NONE,Frustration,Frustration,4,6
1_7953,1_7953_u,Why don't you ask Scotty to beam you up?,0:04,PERSON,BBT,1,PRO,Disgust,Neutral,4,5
1_80,1_80_u,"Since it's not bee season, you can have my epinephrine.",0:04,SHELDON,BBT,0,NONE,Disgust,Excitement,4,6
1_8042,1_8042_u,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0:05,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_8045,1_8045_u,"Dumped her? What, did he use a forklift?",0:03,RAJ,BBT,1,PRO,Disgust,Neutral,3,7
1_8052,1_8052_u,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,0:08,PENNY,BBT,1,ILL,Ridicule,Excitement,4,7
1_8078,1_8078_u,"Trust me, you're not Jewish. That's how they get you.",0:03,HOWARD,BBT,0,NONE,Frustration,Frustration,3,7
1_8136,1_8136_u,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",0:06,PERSON,BBT,1,PRO,Sadness,Happiness,3,7
1_8159,1_8159_u,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,0:08,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_8185,1_8185_u,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,0:1,BERNADETTE,BBT,0,NONE,Anger,Anger,3,7
1_8217,1_8217_u,"Go out with me on one date, and I promise you, you'll see.",0:06,RAJ,BBT,0,NONE,Excitement,Excitement,6,6
1_8407,1_8407_u,"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",0:13,SHELDON,BBT,1,EMB,Frustration,Excitement,3,8
1_8417,1_8417_u,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",0:06,HOWARD,BBT,0,NONE,Sadness,Sadness,4,4
1_8452,1_8452_u,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,0:11,PERSON,BBT,1,PRO,Frustration,Neutral,3,7
1_8505,1_8505_u,"A lane frequented by liars. Like you, you big liar!",0:04,RAJ,BBT,0,NONE,Anger,Anger,3,7
1_8717,1_8717_u,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,0:07,BERNADETTE,BBT,1,PRO,Anger,Happiness,3,7
1_8746,1_8746_u,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me "" Raiders of the Lost Ark "" for the first time.",0:09,AMY,BBT,1,EMB,Frustration,Sadness,2,8
1_8749,1_8749_u,It was very entertaining... despite the glaring story problem.,0:06,AMY,BBT,1,EMB,Disgust,Happiness,4,7
1_8827,1_8827_u,How do you not tear off his clothes and take him right here on this table?,0:05,PENNY,BBT,1,PRO,Frustration,Neutral,3,8
1_8837,1_8837_u,"Not as relieved as I'm about to be. It's a brave new world, little lady.",0:08,SHELDON,BBT,0,NONE,Excitement,Excitement,6,6
1_90,1_90_u,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0:15,SHELDON,BBT,0,NONE,Excitement,Excitement,6,7
1_9003,1_9003_u,"I'm not going to bother him, I'm going to talk to him.",0:03,SHELDON,BBT,0,NONE,Happiness,Happiness,7,7
1_9009,1_9009_u,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",0:09,SHELDON,BBT,0,NONE,Excitement,Excitement,6,6
1_9087,1_9087_u,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",0:07,LEONARD,BBT,1,PRO,Anger,Neutral,2,8
1_9245,1_9245_u,Can we talk about something else? Do you know that I yodel?,0:06,SHELDON,BBT,0,NONE,Frustration,Frustration,4,5
1_9594,1_9594_u,I can't believe we wasted all that time on our Hulk costumes.,0:06,SHELDON,BBT,0,NONE,Sadness,Sadness,4,6
1_9668,1_9668_u,"People usually start a meeting with a joke, but you go ahead-- end with one.",0:06,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_971,1_971_u,"- Now?! - No, after my tongue has swollen to the size of a brisket!",0:05,HOWARD,BBT,1,PRO,Anger,Neutral,3,7
1_9963,1_9963_u,What do you think I was gonna do at home?,0:03,PERSON,BBT,0,NONE,Excitement,Excitement,6,6
1_9971,1_9971_u,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,0:07,HOWARD,BBT,1,PRO,Disgust,Happiness,3,7
1_9972,1_9972_u,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",0:05,PENNY,BBT,1,PRO,Frustration,Happiness,3,7
1_9993,1_9993_u,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",0:05,PENNY,BBT,1,PRO,Frustration,Happiness,4,7
1_S09E01_027,1_S09E01_027_u,Whatever. Put us on the Internet. I've always wanted a wedding with a comment section.,0:4.538,PENNY,BBT,1,ILL,Ridicule,Excitement,4,6
1_S09E01_368,1_S09E01_368_u,"Wow! Well, marriage must agree with you. Well, you are just glowing.",0:11.04499,SHELDON,BBT,1,PRO,Disgust,Happiness,4,8
1_S09E01_379,1_S09E01_379_u,Oh. That's so sweet of you.,0:01.699000,PENNY,BBT,0,NONE,Happiness,Happiness,7,6
1_S09E01_403,1_S09E01_403_u,That's ridiculous.,0:01.566000,PENNY,BBT,0,NONE,Frustration,Frustration,3,8
1_S09E01_439,1_S09E01_439_u,I don't know. Sounds pretty bad. Penny's back in her apartment all by herself.,0:05.070000,HOWARD,BBT,0,NONE,Sadness,Sadness,2,4
1_S09E02_002,1_S09E02_002_u,"How am I supposed to sleep? I've been married less than 24 hours, and my wife isn't speaking to me.",0:05.137000,LEONARD,BBT,0,NONE,Sadness,Sadness,3,5
1_S09E02_064,1_S09E02_064_u,Because we're broken up.,0:02.100000,AMY,BBT,0,NONE,Frustration,Frustration,2,6
1_S09E02_078,1_S09E02_078_u,"Well, if you want to see less of me, maybe we should go out again.",0:04.436000,SHELDON,BBT,0,NONE,Anger,Anger,3,6
1_S09E02_178,1_S09E02_178_u,"Oh, of course. Wouldn't want to intrude.",0:03.502000,SHELDON,BBT,0,NONE,Anger,Anger,3,7
1_S09E02_215,1_S09E02_215_u,"Yeah, well, maybe she has interest in you.",0:01.500000,PENNY,BBT,0,NONE,Anger,Anger,3,6
1_S09E02_271,1_S09E02_271_u,"Dude, just because we're best friends doesn't mean that I have to tell you everything that goes on.",0:04.502000,HOWARD,BBT,0,NONE,Anger,Neutral,3,6
1_S09E02_371,1_S09E02_371_u,"Okay, that is the lamest excuse you could've possibly come up with.",0:04.269000,PENNY,BBT,0,NONE,Anger,Anger,3,6
1_S09E02_386,1_S09E02_386_u,That sounds nice.,0:02.767000,PENNY,BBT,0,NONE,Happiness,Happiness,6,6
1_S09E02_392,1_S09E02_392_u,"Oh. Oh, my God, that is the most beautiful thing anyone's ever said to me. Yeah?",0:05.504000,PENNY,BBT,0,NONE,Surprise,Surprise,7,8
1_S09E02_424,1_S09E02_424_u,She watched it.,0:01.199000,SHELDON,BBT,0,NONE,Happiness,Neutral,6,5
1_S09E03_056,1_S09E03_056_u,It runs on syphilis?,0:2.903000,SHELDON,BBT,1,PRO,Anger,Surprise,3,6
1_S09E03_072,1_S09E03_072_u,India.,0:3.269999,LEONARD,BBT,1,PRO,Ridicule,Neutral,4,6
1_S09E03_120,1_S09E03_120_u,We don't have any of those.,0:02.868000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E03_125,1_S09E03_125_u,"If there was a hidden compartment, don't you think you'd be stuffed in it by now?",0:6.138999,LEONARD,BBT,1,EMB,Frustration,Happiness,3,7
1_S09E03_135,1_S09E03_135_u,You guys still aren't living together?,0:02.100000,BERNADETTE,BBT,0,NONE,Surprise,Surprise,3,7
1_S09E03_143,1_S09E03_143_u,"Fine, I guess. I've been focusing on me.",0:03.335000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E03_170,1_S09E03_170_u,"I've done it, like, a dozen times.",0:01.433000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E03_233,1_S09E03_233_u,How long do you think you can keep it from him?,0:01.666000,AMY,BBT,0,NONE,Fear,Fear,2,4
1_S09E03_241,1_S09E03_241_u,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,0:06.171000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E03_359,1_S09E03_359_u,"I'll bet there's something around here that could be a ""lehver.""",0:02.834000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E03_476,1_S09E03_476_u,We got a flat and couldn't get the tire off.,0:02.701000,LEONARD,BBT,0,NONE,Sadness,Sadness,2,6
1_S09E04_015,1_S09E04_015_u,"now that Leonard and I are married, it kind of makes sense that we actually live together.",0:04.569000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E04_053,1_S09E04_053_u,"Well, why don't you look at this as an opportunity? You had other roommates before Leonard. Maybe this is a chance to find someone new.",0:08.373000,BERNADETTE,BBT,0,NONE,Excitement,Excitement,6,6
1_S09E04_074,1_S09E04_074_u,How could Archie defeat Predator?,0:02.634000,HOWARD,BBT,0,NONE,Surprise,Surprise,6,7
1_S09E04_088,1_S09E04_088_u,"Well, it could be fun to try a little acoustic thing.",0:02.334000,HOWARD,BBT,0,NONE,Excitement,Excitement,6,7
1_S09E04_106,1_S09E04_106_u,Footprints on the Moon.,0:02.835000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E04_207,1_S09E04_207_u,"But I met with 11 people, and they all walked out.",0:04.168000,SHELDON,BBT,0,NONE,Frustration,Frustration,4,7
1_S09E04_230,1_S09E04_230_u,"Well, it's Thai food night.",0:01.166000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E04_267,1_S09E04_267_u,"No, of course not. I-I just feel bad.",0:02.534000,LEONARD,BBT,0,NONE,Sadness,Sadness,3,6
1_S09E04_288,1_S09E04_288_u,You really should've gone on the Internet and checked how long that kind of thing lives,0:5.037999,AMY,BBT,1,PRO,Disgust,Neutral,3,7
1_S09E04_342,1_S09E04_342_u,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,0:06.004000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E04_351,1_S09E04_351_u,I still love it. I just think there's room for improvement.,0:03.369000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E04_382,1_S09E04_382_u,"How can you say that? Amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.",0:06.338000,SHELDON,BBT,0,NONE,Anger,Anger,2,6
1_S09E05_022,1_S09E05_022_u,What are you saying? We're not coordinated enough to play sports?,0:02.961000,LEONARD,BBT,0,NONE,Anger,Anger,2,4
1_S09E05_213,1_S09E05_213_u,"Why? You never thought you'd end up in a relationship, and then you met Amy. Maybe there's someone else out there for you.",0:04.922000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E05_222,1_S09E05_222_u,Whoa! Walking up to a strange woman in a bar usually doesn't work.,0:05.171000,RAJ,BBT,0,NONE,Disgust,Disgust,3,6
1_S09E05_258,1_S09E05_258_u,What can it hurt?,0:01.126000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E05_278,1_S09E05_278_u,I'm doing all right. I tried fencing today.,0:03.796000,SHELDON,BBT,0,NONE,Happiness,Happiness,7,6
1_S09E05_284,1_S09E05_284_u,"Actually, he already did.",0:01.501000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S09E05_291,1_S09E05_291_u,I've been told it's a good way to move on.,0:01.835000,SHELDON,BBT,0,NONE,Sadness,Neutral,4,4
1_S09E06_055,1_S09E06_055_u,Sounds like you on Cinco de Mayo.,0:3.37,HOWARD,BBT,1,PRO,Ridicule,Neutral,3,8
1_S09E06_168,1_S09E06_168_u,"Uh, he's Indian. We've already got one of those.",0:3.537000,RAJ,BBT,1,PRO,Ridicule,Neutral,2,8
1_S09E07_054,1_S09E07_054_u,And I'm laughing like I did the first time I heard it.,0:2.503,PENNY,BBT,1,ILL,Frustration,Neutral,3,6
1_S09E07_135,1_S09E07_135_u,When is your visa up?,0:2.085,HOWARD,BBT,1,ILL,Anger,Surprise,3,7
1_S09E07_285,1_S09E07_285_u,"Fine, I'll leave. But it sounds like somebody needs a fresh diaper.",0:7.340999,RAJ,BBT,1,ILL,Disgust,Neutral,3,8
1_S09E08_255,1_S09E08_255_u,"No, pinch me!",0:2.753,AMY,BBT,1,ILL,Frustration,Excitement,4,7
1_S09E10_065,1_S09E10_065_u,"I told you if we were patient, he'd figure it out for himself.",0:3.17,PENNY,BBT,1,PRO,Ridicule,Neutral,3,6
1_S09E10_208,1_S09E10_208_u,Nobody knows. That's why he's number one.,0:3.369999,PENNY,BBT,1,PRO,Frustration,Happiness,4,7
1_S09E11_045,1_S09E11_045_u,"Oh, that's nice. Put that on her cake.",0:4.270999,PENNY,BBT,1,PRO,Disgust,Happiness,3,8
1_S09E12_184,1_S09E12_184_u,(CHUCKLES) Yeah. A grown man moving into his own apartment. It's crazy times. See ya!,0:6.339,BERNADETTE,BBT,1,EMB,Disgust,Happiness,3,6
1_S09E12_369,1_S09E12_369_u,"Yeah, he's as real as the fine I get when I use too much toilet paper.",0:5.756,PENNY,BBT,1,LIK,Frustration,Happiness,2,8
1_S09E13_024,1_S09E13_024_u,Glad to hear it.,0:3.503,HOWARD,BBT,1,ILL,Disgust,Happiness,3,7
1_S09E14_045,1_S09E14_045_u,Really? The old Asian man is not your Meemaw?,0:1.968,LEONARD,BBT,1,EMB,Frustration,Surprise,3,8
1_S09E14_455,1_S09E14_455_u,"He never disappoints, does he?",0:5.605,LEONARD,BBT,1,ILL,Disgust,Happiness,4,6
1_S09E16_101,1_S09E16_101_u,"Relax, there's room for two babies in this group.",0:2.836000,LEONARD,BBT,1,ILL,Ridicule,Neutral,4,6
1_S09E16_189,1_S09E16_189_u,Maybe you should get a new doctor.,0:3.235999,AMY,BBT,1,PRO,Frustration,Neutral,4,7
1_S09E18_033,1_S09E18_033_u,Oh. Is the impression that your first name is Pee-Wee?,0:3.135999,HOWARD,BBT,1,PRO,Ridicule,Surprise,3,7
1_S09E18_147,1_S09E18_147_u,"Great, so they own my idea for a T-shirt that says ""Dumb as a Bag of Geologists.""",0:5.539,SHELDON,BBT,1,EMB,Anger,Happiness,2,8
1_S09E18_357,1_S09E18_357_u,Is there a switch on the back of his neck we don't know about?,0:4.204,LEONARD,BBT,1,PRO,Ridicule,Surprise,4,8
1_S09E19_044,1_S09E19_044_u,so we brought you some lunch and we are gonna go look for 'em.,0:3.502999,PENNY,BBT,1,PRO,Ridicule,Neutral,3,6
1_S09E20_029,1_S09E20_029_u,You may need this more than I do.,0:5.439,SHELDON,BBT,1,ILL,Disgust,Excitement,3,7
1_S09E20_127,1_S09E20_127_u,I'm surprised he let us conceive without him.,0:3.503,HOWARD,BBT,1,PRO,Frustration,Surprise,2,7
1_S09E20_156,1_S09E20_156_u,Astronauts saw him carrying that.,0:2.968999,HOWARD,BBT,1,ILL,Frustration,Neutral,3,7
1_S09E20_179,1_S09E20_179_u,No. You'll wish it would kill you.,0:1.834999,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,7
1_S09E20_237,1_S09E20_237_u,She's trying to think of something She's never done before. This could take a while.,0:4.771999,AMY,BBT,1,ILL,Ridicule,Neutral,3,8
1_S09E20_354,1_S09E20_354_u,"No, I do, and that's why I hid it.",0:2.535999,LEONARD,BBT,1,PRO,Disgust,Neutral,4,6
1_S09E21_024,1_S09E21_024_u,You mean like through their window from behind a bush?,0:3.403000,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,7
1_S09E21_255,1_S09E21_255_u,Interesting. Maybe my male cycle synced up with raj's actual period.,0:7.807999,HOWARD,BBT,1,EMB,Ridicule,Neutral,2,8
1_S09E21_401,1_S09E21_401_u,Better than watching a guy in a fur cloak Ride a girl's bike? Nope.,0:5.706000,LEONARD,BBT,1,PRO,Ridicule,Excitement,2,7
1_S09E22_015,1_S09E22_015_u,I'm sure that would pair nicely with your fried nuggets of chicken.,0:3.103000,LEONARD,BBT,1,ILL,Disgust,Happiness,3,6
1_S09E22_075,1_S09E22_075_u,Funny how that worked out.,0:1.168000,RAJ,BBT,1,PRO,Ridicule,Neutral,3,6
1_S09E23_017,1_S09E23_017_u,"I thought to myself, ""Venn is he gonna stop talking about this diagram?""",0:3.368999,PENNY,BBT,1,PRO,Frustration,Neutral,4,6
